name,range,patternnum,pattern_id,uLSC,uInt,stimuli
0.7594_5neigh_outertot_code462_IC1_iter25.png,3,7,21,0.9668164998304252,98,000001101101111101101100000000010101011111110101010000000110000011000110000011000001001111111101111111100100011011001011101110100110110100110011001010100110011001110100010110111011010001011000101100010111010001101000110111000100111001000111011100100101000000000101001001011110110000000000011011110111111000000000000000111111110110111000000000111011011110001111000000000111100011110110111000000000111011011111111000000000000000111111011110110000000000011011110100100101000000000101001001110111000100111001000111011000101100010111010001101000110100010110111011010001011100110011001010100110011001011011001011101110100110110001001111111101111111100100000110000011000110000011000000010101011111110101010000000001101101111101101100000
0.2343_9neigh_outertot_code46_IC2_iter05.png,4,1,22,0.2178256379385396,10,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000100000000000000001000000001100000000000000000000000001100000000000000000000001100000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000101111100000000000000000100101111100000000000000001110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0.4255_5neigh_outertot_code493_IC1_iter10.png,4,2,24,0.4539059575689228,66,111111111111111111111111111111100101111111111101001111110111011111111111110111011111110111111111111111011111101101111111111111111101101101011111111111111111110101110111111111111111111111011101111111111111111111111101111111111111111111111111111111111111011111110111111111111111111101010101111111111111111111110111011111111111111111111101010101111111111111111111111101111111111111111111111101010101111111111111111111110111011111111111111111111101010101111111111111111111011111110111111111111111111111111111111111111101111111111111111111111101110111111111111111111111011101011111111111111111110101101101111111111111111101101111110111111111111111011111110111011111111111110111011111100101111111111101001111111111111111111111111111111
0.5986_5neigh_outertot_code489_IC2_iter40.png,4,3,25,0.7973260104912844,32,111111111111111111111111111100000000000000000000000001101111111111111111111111101101000000000000000000000101101011111111111111111110101101010000000000000000010101101010111111111111111010101101010100111110111001010101101010100101001111001010101101010111111001011111010101101010100100111111111010101101010100111001100111010101101010011001001100111010101101010011101110011001010101101010011110010011001010101101010110110011100111010101101010111101100100101010101101010110011100111111010101101010110010111001001010101101010111111001001001010101101010111111111111111010101101010000000000000000010101101011111111111111111110101101000000000000000000000101101111111111111111111111101100000000000000000000000001111111111111111111111111111
0.6471_5neigh_tot_code497_IC2_iter30.png,4,4,27,0.8820969625736855,30,000011111100111001111110000000111111001101100111111000001111110011000110011111100011111100110010011001111110111111000011000110000111111111110000001111100000011111111100000011111110000001111111000000111101111000000111110000001111000111100000011100100011110010011110001001001110111100111001111011100011011111000000000111110110110001110010101010011100011100101100110000011001101001110001110010101010011100011011011111000000000111110110001110111100111001111011100100100011110010011110001001110000001111000111100000011111000000111101111000000111111100000011111110000001111111110000001111100000011111111111000011000110000111111011111100110010011001111110001111110011000110011111100000111111001101100111111000000011111100111001111110000
0.6541_5neigh_tot_code481_IC2_iter35.png,4,5,26,0.8325060520687275,70,001111000000000000000111100010001100010000010001100010100000111000010000111000001100001100001000100001100001100010000010000010000010001110100001011000110100001011011100000001101100000001110001000010000111000010000100001001001000010000100100100000000000100000001000000000010011000000010000000110010000101100000111000001101000000000110001101100011000000001000011011000110110000100001100011011000110110001100001100110001101100011001100011000100000000000001000110000101000100000001000101000000001100000000000001100000010000010100000001010000010001100001100000001100001100000101001000000000100101000000000000000111000000000000100101100001101100001101001100000100011000110001000001010000010000010000010000010001100000000000000000001100
0.7710_9neigh_outertot_code143954_IC3_iter30.png,4,6,28,0.971016706825666,108,010010000100001010000111100000010011000010101001011101100110111001001000100010000001010010010101110011111011010011111110001110011011001110010011110001101010000010000100000000000111000000011001000000010011100101110001100110111111011100001011001101111100001001000010111001011100010100101100100010010000001110111101101011001111000101010101000011111101110001000011011001001010000100000100101110111001001110101000001111110001001000011010000011010000010011000000001100010100010101010100010011010010010010100000010010110010010010110000100010100011100110110111100001101010001000010000100110000101100000110011100001000011001111111101111011001011011100011000011101100011011101100101010101000010111101111100110100010011010100001010011000100
0.8890_5neigh_outertot_code468_IC2_iter25.png,4,7,23,0.2991310414639597,676,010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010010101010101001010101010101101010101010111010101010101010101010101000101010101010101010101010111010101010101010101010101000101010101010101010101010111010101010101010101010101000101010101010101010101010111010101010101010101010101000101010101010101010101010111010101010101010101010101000101010101010101010101010111010101010101010101010101000101010101010101010101010111010101010101
0.2744_9neigh_outertot_code497_IC2_iter30.png,5,1,29,0.2562120544062412,29,111010111100111001111010111101111111110111011111111101111111111111111111111111111011111111111111111111111110111111111111111111111111111011111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111110001111111111111111111111100111111111111111111111111111111111111111111111111111111111111111111111111111111111001111111111111111111111100011111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111110111111111111111111111111111011111111111111111111111110111111111111111111111111111101111111110111011111111101111010111100111001111010111
0.3514_5neigh_tot_code24_IC3_iter20.png,5,2,31,0.4102956940145065,13,000000000000000000000000000000000000000000000000000011000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110001100000000000000000000110001100000011000110000000000000000000011000110000000000000000000000000110000000000000000000000000110000000000000000000000000101111000000000000000000000111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000110000000000000000110000000110000000000000011110000000110000000011000011110000000110000000011000000011000000000000000011000000011000000000000000011000000000000000000000000000000000000000000011110001100000000000111000011110001100000000000111000000000000000000000000
0.4209_5neigh_outertot_code174_IC1_iter10.png,5,3,30,0.3726122402818334,114,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000111000000000000000000000000010000000000000000000000000101000000000000000000000001010100000000000000000000010101010000000000000000000101010101000000000000000001010101010100000000000001010101010101010100000000011101010101010101110000000001010101010101010100000000000001010101010100000000000000000101010101000000000000000000010101010000000000000000000001010100000000000000000000000101000000000000000000000000010000000000000000000000000111000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0.6065_5neigh_outertot_code493_IC2_iter15.png,5,4,32,0.7861743337667199,48,111111111111111111111111111101111111111101111111111101111101111111000111111101111111000101110000011101000111110000011100000001110000011111000111101011010100000111111101101111111111110001111111011111101111110111010111111111001111100111110111111111110011111011011111011111111100111011100111011101111111000011111111111111000111110000001010111101010000011100000011111111111111000001110000111011100111011100011111000011111011011111000111111100001111100111110001111111110011101111110111011111111111111111111111111111111111011110101011010101110111111101110000000000011101111111000111000000000111000111110000011100000001110000011111000101110000011101000111111101111111000111111101111101111111111101111111111101111111111111111111111111111
0.6593_5neigh_tot_code52_IC3_iter35.png,5,5,33,0.8795074704481886,45,000000111111110000000011100000001111100001101010001000000001111110000101110111100000001011110111110100111000000011111110101010000000000000000111101110010000111100000001110000100111010110100000001010110010010010101100000011010011100000110000000000000111010000000000110000001100011111110010010011000000011011111001110001011000000111111110000100111101000001111111111110101111001101000111111111111000001010010001111111111111101100010000001011111111111111111000100000011111110011100100011100000001101111111101011110000000000011000111100000000000000000010011110100000000000000000001010001000000000000001101000101000000000100000001000110010000000000100000000110001010000000000000000000000000101000001000000000000000000000000001000000110
0.7510_5neigh_outertot_code478_IC1_iter35.png,5,6,34,0.9297137410864044,113,011111100011111110001111110101101101111111111101101101111110011001111100110011111111100110111111111011001111101001101101101101101100101110010001111010111100010011110110100011010110001011011001100011011000110110001100011011010100111001010110110010111001100111001100111010110101110011010110011101011111111110011000110011111111111110001100111001100011111111101101110111011101101111111110001100111001100011111111111110011000110011111111110101110011010110011101011010111001100111001100111010011011010100111001010110110001100011011000110110001100110110100011010110001011011110010001111010111100010011101001101101101101101100101111100110111111111011001111111110011001111100110011111101101101111111111101101101011111100011111110001111110
0.7557_9neigh_outertot_code143954_IC3_iter20.png,5,7,35,0.9729319506742444,90,001000101000110110100011100001111000010001100001101101010001111110000110100100001000001001000000101111111100010000000111001100000010000110111110000100100101100100011010011010110000010001111011100110110000100101010111100010011100000100011010010111011000101100010001111100011110001111101011010110001001110000000001010100000011001010001010100101001000000111010100011110001101100011100111000000000001101011111111111010010011010001110000001101100010010001111101000100001010010110100001100010011011010111110001000100111011001010110100001000011100010001010011000000011000011001000001111100010101010000101010111011001101010010100101111001111101100001110001111001000010001101101011101000111011011111100111010111010100110100000010101100001
0.1133_9neigh_outertot_code493_IC2_iter05.png,6,1,36,0.0218120056481487,5,100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001
0.4365_5neigh_outertot_code497_IC2_iter05.png,6,2,38,0.5657871324342701,5,111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000000000000000000111111000000000000000000000111111000000000000000000000111111000000000000000000000111111000000000000000000000111111000000000010000000000111111000000000111000000000111111000000000111000000000111111000000010111000000000111111000000111101101000000111111000000110111111100000111111000001111111111100000111111000000110111001000000111111000000000111000000000111111000000001111100000000111111000000000111000000000111111000000000000000000000111111000000000000000000000111111000000000000000000000111111000000000000000000000111111000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111
0.6098_9neigh_outertot_code191044_IC1_iter20.png,6,3,39,0.7702311617391767,62,000110000000000000000011000011011100011111110001110110011101100011111110001101110101011111111000111111110101110111000111101111000111011011111111011111110111111110011101111111111111111101110000101111111111111111101000000101111111111111111101000000110111111101111111011000011111111111111111111111110011111111110111011111111110011011111111111111111110110011001111011101110111100110011011111111111111111110110011111111110111011111111110011111111111111111111111110000110111111101111111011000000101111111111111111101000000101111111111111111101000011101111111111111111101110011111111011111110111111110110111000111101111000111011101011111111000111111110101011101100011111110001101110011011100011111110001110110000110000000000000000011000
0.6307_5neigh_outertot_code481_IC1_iter35.png,6,4,40,0.8559935464734297,29,111111111111111111111111111100000000000000000000000001101111111111111111111111101101000000000000000000000101101011111111111111111110101101010000000000000000010101101010000000000000000010101101010010111111111010010101101010000111111111000010101101010011000000000110010101101010011011000110110010101101010011010111010110010101101010011001101100110010101101010011001010100110010101101010011001101100110010101101010011010111010110010101101010011011000110110010101101010011000000000110010101101010000111111111000010101101010010111111111010010101101010000000000000000010101101010000000000000000010101101011111111111111111110101101000000000000000000000101101111111111111111111111101100000000000000000000000001111111111111111111111111111
0.7779_9neigh_outertot_code3276_IC3_iter20.png,6,5,42,0.9765683593847632,112,000000111000110111100001100111110011100110001011011010001001000001101111000000111011000000111001111110100111010001110101110000001010001001010011010100011100011010010100010001011000001111010101110110010100011101101001111100001010100000100100001110100100000000100011001100010100000101011111011110001111101111101101001101110000111000111110001000011110010011011000000111111101100010000100010100100010100101101010001001010100011111001101001010100111011100110000001100011101000001110010010110011010010111110000001011000110110000011010100101100100111100011010000110110001111110011111011000001001000001011001101010001101111100000000101110110000000000001110111010111101110011100100101110100001101100001101111010100011000101000110000010000
0.7926_5neigh_outertot_code454_IC1_iter35.png,6,6,41,0.9676097794179505,134,010100101100101001101001010111100011001000100110001111011011100000101000001110110110001110011010110011100011001011111001111100111110100001111111001010100111111100101111100100111001001111101010111000010010010000111010110011000010101010000110011100000100111111111001000001000100011100111001110001000010111000100111001000111010101010101111101111101010101000111110111000111011111000101010101111101111101010101010111000100111001000111010000100011100111001110001000100000100111111111001000001110011000010101010000110011010111000010010010000111010101111100100111001001111101001111111001010100111111100001011111001111100111110100110001110011010110011100011011011100000101000001110110111100011001000100110001111010100101100101001101001010
0.8617_5neigh_outertot_code452_IC1_iter40.png,6,7,37,0.3375488009445939,621,010100010101010101010001010101000101010000010101000101010101010101010101010101010101010101010101010101010101000101010101010101010101000001010101010101010101010100010101010101010101010101010101010100010101010001010101010101000101010101000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101000101010101010101010101000101010101010101010101010101000101010101010101010101000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101000101010101000101010101010100010101010001010101010101010101010101010101010001010101010101010101010100000101010101010101010101000101010101010101010101010101010101010101010101010101010101000101010000010101000101010100010101010101010001010
0.2352_5neigh_outertot_code750_IC2_iter05.png,7,1,43,0.2255708268386491,6,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000011000000000000000000000000110000000000000000000000001011000000000000000000000111110101000000000000000000011111111100000000000000001111111111100000000000000000010111010000000000000000000001111100000000000000000000000111000000000000000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0.5292_5neigh_outertot_code497_IC2_iter10.png,7,2,44,0.6744294655429091,36,111111111111111111111111111111111111111111111111111111111001111111111111111100111110011111111111111111110011110101111111111111111101011111110000000111000000011111111110011111010111110011111111110110001101100011011111111110101111101111101011111111110101111111111101011111111110101111111111101011111111111111111101111111011111111111111111110110010011111111110111111011110000011111111111101110111111000011111111111011111011111110011111111110111111111111111011111111110101101101101101011111111110101110111011101011111111110110011010110011011111111110011110010011110011111111110000000111000000011111110101111111111111111101011110011111111111111111110011111001111111111111111100111111111111111111111111111111111111111111111111111111111
0.5983_5neigh_outertot_code491_IC2_iter40.png,7,3,45,0.8013583542890702,29,111111111111111111111111111100000000000000000000000001101111111111111111111111101101000000000000000000000101101011111111111111111110101101010000000000000000010101101010111111111111111010101101010100100111111001010101101010100100111111001010101101010111111001010111010101101010111101001111001010101101010111100110001001010101101010010010000100111010101101010010011111010111010101101010101111011111111010101101010100011111111001010101101010101001010011001010101101010111111110011001010101101010101111001100111010101101010111101001100101010101101010111111111111111010101101010000000000000000010101101011111111111111111110101101000000000000000000000101101111111111111111111111101100000000000000000000000001111111111111111111111111111
0.6465_5neigh_tot_code478_IC2_iter15.png,7,4,48,0.9085637425139398,12,000000000001111100000000000000000000011000110000000000000000000110010011000000000000000001100111001100000000000000011001101100110000000000000110011000110011000000000001100110010011001100000000011001100111001100110000000110011001101100110011000001100110011000110011001100011001100110010011001100110110011001100111001100110011100110011001101100110011001100110011001100110011001101101100110011000110011001101100110011001111100110011001110011001100111001100110011011001100110000011001100110001100110011000110011001100000110011001111100110011000000011001100111001100110000000001100110000011001100000000000110011000110011000000000000011001111100110000000000000001100111001100000000000000000110000011000000000000000000011111110000000000
0.6493_9neigh_outertot_code184_IC2_iter39.png,7,5,46,0.8352107704266692,63,101111010111111111111111111100000011000000000000000000101111000011111111110101101100000011100000000000101101101111010001111010100000001101000001010001010111111101100101101010101010000000101110110101010101010111110101000000101010001000000000101111111101011010101111010101100000010100010101000010101101011010001010101011110101101000001101010101000000001101011100000010101011111101101000011111010000000000001100111000000101100011111101110000011110100000000000001010111100000101011101111101100100010110101000010000001110100010100101111010101101100001000000000001010100101101110111111111101010110101100000000000000001010000101101111111111111100001110001101000000000000011101001101100101010110101000000000000111101010110101111111111111
0.7062_5neigh_outertot_code497_IC1_iter35.png,7,6,47,0.8971540483734468,85,111111111111111111111111111111001100001101100001100111110011110001111100011110011100001111010010010111100001101011011110111011110110101111111001011111110100111111111100111111000111111001111101110110101111101011011101100111101111000111101111001100010111101101101111010001100111101010101010101111001111001111101111101111100111111011010111111111010110111101111010001111100010111101111011010111111111010110111111001111101111101111100111100111101010101010101111001100010111101101101111010001100111101111000111101111001101110110101111101011011101111100111111000111111001111111111001011111110100111111101011011110111011110110101100001111010010010111100001110011110001111100011110011111001100001101100001100111111111111111111111111111111
