pname,pid,grid_id,pattern_id,num_clicks,uLSC,uInt,fLSC_nondetrended,fInt_nondetrended,time_taken,final_grid,fLSC_permutation,fInt_permutation,uLSC_randomised,uInt_randomised,uLSC_diff,uInt_diff,fLSC_random,fInt_random,uLSC_permutation,uInt_permutation,fLSC_permutation_full,fInt_permutation_full
jzptv7f8,1,12,41,81,0.9676097794179505,134,0.9676097794179505,134,29,010100101100101001101001010111100011001000100110001111011011100000101000001110110110001110011010110011100011001011111001111100111110100001111111001010100111111100101111100100111001001111101010111000010010010000111010110011000010101010000110011100000100111111111001000001000100011100111001110001000010111000100111001000111010101010101111101111101010101000111110111000111011111000101010101111101111101010101010111000100111001000111010000100011100111001110001000100000100111111111001000001110011000010101010000110011010111000010010010000111010101111100100111001001111101001111111001010100111111100001011111001111100111110100110001110011010110011100011011011100000101000001110110111100011001000100110001111010100101100101001101001010,0.3492346248524872,92.6,0.9676097794179516,134.0,-8.881784197001252e-16,0.0,-0.01184367408044229,18.58,0.9676097794179513,134.0,0.2499844882427249,73.43617021276596
jzptv7f8,1,13,39,81,0.7702311617391767,62,0.7702311617391767,62,28,000110000000000000000011000011011100011111110001110110011101100011111110001101110101011111111000111111110101110111000111101111000111011011111111011111110111111110011101111111111111111101110000101111111111111111101000000101111111111111111101000000110111111101111111011000011111111111111111111111110011111111110111011111111110011011111111111111111110110011001111011101110111100110011011111111111111111110110011111111110111011111111110011111111111111111111111110000110111111101111111011000000101111111111111111101000000101111111111111111101000011101111111111111111101110011111111011111110111111110110111000111101111000111011101011111111000111111110101011101100011111110001101110011011100011111110001110110000110000000000000000011000,0.0519972719781125,-64.5,0.770231161739176,62.0,6.661338147750939e-16,0.0,-0.20912557012402488,-52.989999999999995,0.770231161739176,62.0,0.05050609803545347,0.6702127659574444
jzptv7f8,1,14,42,81,0.9765683593847632,112,0.9765683593847632,112,29,000000111000110111100001100111110011100110001011011010001001000001101111000000111011000000111001111110100111010001110101110000001010001001010011010100011100011010010100010001011000001111010101110110010100011101101001111100001010100000100100001110100100000000100011001100010100000101011111011110001111101111101101001101110000111000111110001000011110010011011000000111111101100010000100010100100010100101101010001001010100011111001101001010100111011100110000001100011101000001110010010110011010010111110000001011000110110000011010100101100100111100011010000110110001111110011111011000001001000001011001101010001101111100000000101110110000000000001110111010111101110011100100101110100001101100001101111010100011000101000110000010000,0.170339992926148,49.1,0.9765683593847615,112.0,1.3322676295501878e-15,0.0,-0.00250409105441618,-7.170000000000002,0.9765683593847618,112.0,0.25903837225173776,51.202127659574465
jzptv7f8,1,15,85,30,0.211232953257335,5,0.3619643175605501,4,11,222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222111111111111222222222222222111111111111222222222222222111111111111222222222222222111111111111222222222222222111111111111222222222222222111111111111222222111222222111111111111222222111222222111111111111222222111222222111111111111222222222222222111111111111222222222222222111111111111222222222222222111111111111222222222222222111111111111222222222222222111111111111222222222222222111111111111222222222222222111111111111222222222222222111111111111222222222222222111111111111222222222222222111111111111100222222222222111111111111000222222222222111111111110000222,-0.2253942397988231,-22.7,0.8434915504315551,76.98,-0.45023227441332375,-32.95744680851064,-0.345883408588832,-48.26,0.6614652276706587,37.95744680851064,-0.25854296190653575,-28.45744680851064
jzptv7f8,1,16,89,81,0.8996233260850948,102,0.8996233260850948,102,35,011101111011010110111101110100101111011101110111101001100101111111101111111101001111111100101111101001111111000101001110111011100101000111111100001111100001111111111101010111111111010101111111000111100010001111000111111010011011111110110010111001110110011000110011011100111010101100111001101010111111101101100111001101101111011111101011010110101111110100111111011101110111111001011111101011010110101111110111101101100111001101101111111010101100111001101010111001110110011000110011011100111010011011111110110010111111000111100010001111000111111101010111111111010101111111111100001111100001111111000101001110111011100101000111111100101111101001111111100101111111101111111101001100101111011101110111101001011101111011010110111101110,0.1657162551686222,31.90000000000001,0.8996233260850928,102.0,1.9984014443252818e-15,0.0,-0.07961876526016409,-13.099999999999994,0.8996233260850928,102.0,0.18127477476803044,41.09574468085106
jzptv7f8,1,17,91,81,0.9722793871439692,120,0.9722793871439692,120,27,110011010101000110101010010100100011111001000111100101000101110111111101000000001000101010110010111000100110101011000010010101100010101001000111111010111001101011010101001110110011101011000010110000110011010000000100010011001101110101000100011011100000010001001001111011110101010011001011111010001000011110010000000100111101111000100001001000011101011010000011111101010001110111110110010011000110100001101010100000100010100011110001100100011110001110000100100110001011001100110010011000000110010000010110011111101010000101001101101110011010100100001110010000101000100011011000101000110100001101001001000100010111010010010001000010100110000100000110001000010111101001010000000110100011100000011000010001101010010111010111001110011,0.1414980747971589,0.7999999999999972,0.9722793871439702,120.0,-9.992007221626409e-16,0.0,-0.006831801925298975,4.959999999999994,0.9722793871439702,120.0,0.2547037726466802,59.287234042553195
jzptv7f8,1,18,87,81,0.7763934740203636,32,0.7763934740203636,32,32,011111111111111111111111110111000000000000000000000111110111111111111111111111011101000000000000000000000101101000000000000000000000101101000000000000000000000101101000000000000000000000101101000000000000000000000101101000000000000000000000101101000000001111100000000101101000000010000010000000101101000000100010001000000101101000000100000001000000101101000000101010101000000101101000000100000001000000101101000000100010001000000101101000000010000010000000101101000000001111100000000101101000000000000000000000101101000000000000000000000101101000000000000000000000101101000000000000000000000101101000000000000000000000101101000000000000000000000101110111111111111111111111011111000000000000000000000111011111111111111111111111110,-0.0801729274766642,-42.7,0.7763934740203652,32.0,-1.4432899320127035e-15,0.0,-0.202991349123128,-83.37,0.7763934740203651,32.0,0.05673396683027032,-29.648936170212764
jzptv7f8,1,19,90,81,0.946626538265491,63,0.946626538265491,63,41,111111111111111111111101111100000000000000010100101001100111111111110000101101111101000100000100001100101001101100011110100100001001011101100001011010111101011011101100001000010100101000001100110101011110111100101101110101101110011100000010101101110000001000111110001101110001111011010000010010101110100000000001111110110111101101011111110001000101101101001010000010100010011000101101011000101011100010001100101000110101000010011001110010111110000011010100101101110101100011000010011101101000000110011000101010101101110100100000001101010001100001100011000110001010001101101000000000000001011001100101110011001010101000101101101001000000011100111101100011111111111100011001001100100000000000001100101001011111111111111111011111111,0.2815056402586893,3.0,0.946626538265491,63.0,0.0,0.0,-0.03297624934736865,-52.150000000000006,0.946626538265491,63.0,0.22877802112055856,1.6808510638297847
jzptv7f8,1,20,88,81,0.8573276323656119,39,0.8573276323656119,39,29,000000111111000111111000000000001111001000100111100000000011110011000110011110000000111100111111111001111000001111001111111111100111100011110011111111111110011110111100111111111111111001111111001111111101111111100111110011111111010111111110011100111111110111011111011001001111111101101101000001100011111111011010111000000100111111110110101010001111100101110101100010100001111000001111101100001111001111000000111110111100010001111100111111111011110000000000100101111111111111100010001100100111111100110110111011001110011111111111100011110011111001111000101110001100111111100111100101100011001111011110011111100100110011110001111001111110001100111100000111100111110011001111000000011110011110110011110000000001111001111100111100000,0.1125644893455635,-21.700000000000003,0.8573276323656107,39.0,1.2212453270876722e-15,0.0,-0.12197661023111517,-76.52,0.8573276323656107,39.0,0.13852912686004248,-22.574468085106382
jzptv7f8,1,22,64,81,0.0793894468859112,4,0.0793894468859112,4,32,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111110001111111111111111111111111010111111111111111111111111100011111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,-0.6620326879433428,-93.2,0.0793894468859113,4.0,-1.1102230246251565e-16,0.0,-0.9000299735208231,-112.67,0.0793894468859113,4.0,-0.6476849967630595,-57.9468085106383
jzptv7f8,1,23,66,81,0.714319788998292,186,0.714319788998292,186,37,111111111111111111111111111111010111011111110111010111110111011101111101110111011101010111010111010111010101111111110101111101011111111101010101111111111101010101110111011101010101110111011111110101110111011101011111111101110101010101011101111101011111011111110111110101110101010101010101010101011111011101110111011101110111111111010101010101010111111111111111111101111111111111111111010101010101010111111111011101110111011101110111110101010101010101010101011101011111011111110111110101111101110101010101011101111111110101110111011101011111110111011101010101110111011101010101111111111101010101111111110101111101011111111101010111010111010111010101110111011101111101110111011111010111011111110111010111111111111111111111111111111,0.0208846350099157,131.1,0.7143197889982908,186.0,1.3322676295501878e-15,0.0,-0.26505352741359434,69.73,0.7143197889982906,186.0,-0.006000076543100197,125.98936170212767
jzptv7f8,1,24,70,81,0.960681764435038,87,0.960681764435038,87,28,011011000011010100000001001101000000000001000000001000011010001111100011010001100110000001110001110010000000101110000100100000101010000011111100001110000001010000110101111000100000000000011110111111000110110000000101111010011110010011101111110110001001110110000000111101100000001011111110101010010011011100100110001110011111100000001001100010000111110110010010100000011100000011001010010000000000000110111111000000011011011011111011111100010000000000111100011100110100000001000000111101110000000011100010101111111011000110011011101001011101011100001111100011000111111111110011111111111111010111011110111000001101111110001111111111111011111101111000000111110110001111000111100000100011000010011000010111100111111110101001110111100,0.1539317244200709,-39.099999999999994,0.9606817644350373,87.0,7.771561172376096e-16,0.0,-0.019024569343679465,-27.97,0.9606817644350373,87.0,0.24298277097276033,25.93617021276596
jzptv7f8,1,25,68,81,0.8624831416622412,147,0.8624831416622412,147,32,010010000000000000000010010101000000000000000000000101010111000000000000000111010001000100000000000001000100101000101111111111101000101001000101000000000101000100000111010100111001010111000000000101010001010101000000000011010110000011010110000000010101010000000101010000000010010000111000010010000000010000010000000100010000000010011110111011110010000000010101010100000100010000000010110110010011011010000000010000010000000100010000000010011000111000110010000000010101010000000101010000000011010100101001010110000000000101010001010101000000000111010100010001010111000001000101000000000101000100101000101111111111101000101001000100000000000001000100010111000000000000000111010101000000000000000000000101010010000000000000000010010,0.3075801166619732,106.7,0.8624831416622398,147.0,1.3322676295501878e-15,0.0,-0.11700660583741329,31.879999999999995,0.8624831416622398,147.0,0.14373948200025277,86.57446808510639
jzptv7f8,1,26,69,81,0.9021786191903493,86,0.9021786191903493,86,31,100001000000000000000100001000100111111111111111001000000010000000000000000010000010001011111111111110100010001001000000010000000100100100110011111101111110011001010000100000101000001000010010101010001000100010101010010101001110000011100101010010101001100000001100101010010101001000000000100101010010101010000000000010101010010101100000000000001101010010110000000000000000011010010101100000000000001101010010101010000000000010101010010101001000000000100101010010101001100000001100101010010101001110000011100101010010101010001000100010101010010000100000101000001000010100110011111101111110011001001001000000010000000100100010001011111111111110100010000010000000000000000010000000100111111111111111001000100001000000000000000100001,0.2617789565357041,28.6,0.9021786191903506,86.0,-1.2212453270876722e-15,0.0,-0.07714226788677736,-29.650000000000006,0.9021786191903505,86.0,0.1838572518424898,24.925531914893618
jzptv7f8,1,27,67,81,0.8310435124812716,19,0.8310435124812716,19,29,111111111111111111111111111100000000000000000000000001101111111111111111111111101101000000000000000000000101101011111111111111111110101101010000000000000000010101101010111000000001111010101101010100111111111001010101101010101111100011001010101101010110000001011011010101101010010000100000010010101101010010000001110010010101101010010111111011110010101101010010111110010010010101101010010111011010010010101101010010000011110010010101101010011111111001010010101101010111111000010010010101101010111111011001110010101101010111110101001100010101101010000000100100001010101101010000000000000000010101101011111111111111111110101101000000000000000000000101101111111111111111111111101100000000000000000000000001111111111111111111111111111,0.0846127301301988,-34.4,0.8310435124812724,19.0,-7.771561172376096e-16,0.0,-0.148325586904539,-96.84,0.8310435124812724,19.0,0.11196538867906025,-42.787234042553195
jzptv7f8,1,28,65,81,0.4456277592261113,18,0.4456277592261113,18,42,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000111000000000000000000000000010000000000000000000000000111000000000000000000000001010100000000000000000000011111110000000000000000000100111001000000000000000001100111001100000000000001010111010111010100000000011111111111111111110000000001010111010111010100000000000001100111001100000000000000000100111001000000000000000000011111110000000000000000000001010100000000000000000000000111000000000000000000000000010000000000000000000000000111000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-0.2101470256578936,-45.8,0.4456277592261124,18.0,-1.1102230246251565e-15,0.0,-0.5337068076155314,-96.08,0.4456277592261124,18.0,-0.2775505321639211,-43.797872340425535
ug8w8cl6,2,1,50,42,0.1836646302863872,10,0.7841854989153333,22,21,000000222222222222222222222000000222222222222222222222000000222222222222222222222000222222000222000000222222000222222000222000000222222000222222000222000000222222222222222222000000000222000222222222222000000000222000222222222222000000000222000222222222000011000000222000222222222000000000000222000222222222001000100000222000222000000000000001000000000222000000000001011100000000222000000100100001100000000222222000100001101000222222222222000001011000000222222222222000000111000000222222222000222000000000222000222222000222000000000222000222222000222000000000222000222222000000222222000222000000222000000222222000222000000222000000222222000222000000000222222000000222222222000000222222000000222222222000000222222000000222222222000,-0.1603644159842721,-37.9,0.8041508343383649,68.6,-0.49378892035725036,-31.744680851063826,-0.3668791518200868,-74.84,0.6774535506436375,41.744680851063826,-0.24663915610148968,-40.861702127659576
ug8w8cl6,2,2,54,81,0.9662936750968476,64,0.9662936750968476,64,30,110000000100000001000000010001110111100000001111011101101100010101000101010001011010011110111000111011110101011011000000000000000101101010100111011101110111010101000110110001000100010110000010101001111000111101010101011101101100000001011011101010001010011101110101000101111100011011000101100011111000101010100111010101010001001101110110110110111011011000001000101001010001000000000000000001111010001000000000001000101000110111011011001101110111101110101010001000101010100000001100011111111100011111000111101000101010001010001000100011011101011101111011101110111010101010101000000000000000110000000111110111000111011110101010100010101000101010001101011110111100000001111011101010000000101000101000000011111110111111000111111011111,0.2986502022287219,21.4,0.9662936750968488,64.0,-1.1102230246251565e-15,0.0,-0.013135492556153094,-49.78,0.9662936750968487,64.0,0.24865438281182317,2.691489361702125
ug8w8cl6,2,3,55,81,0.9717596220077628,103,0.9717596220077628,103,28,001011000111010111000110100001010001011000110100010100111001111100010001111100111000100111010111010111001000110010011101101101110010011101001110011101110011100101001101000111101111000101100001111001111101111100111100011110010000101000010011110101010110001101100011010101110101110011101110011101011110011110111000111011110011000111111110010011111111000101100000000111000000001101000111111110010011111111000110011110111000111011110011110101110011101110011101011101010110001101100011010101011110010000101000010011110001111001111101111100111100001101000111101111000101100101001110011101110011100101110010011101101101110010011000100111010111010111001000111001111100010001111100111001010001011000110100010100001011000111010111000110100,0.1285558756545725,-52.69999999999999,0.9717596220077631,103.0,-1.1102230246251565e-16,0.0,-0.007721129415946049,-13.010000000000005,0.9717596220077629,103.0,0.25417847809413097,42.1063829787234
ug8w8cl6,2,4,56,81,0.9767150258463972,98,0.9767150258463972,98,30,000000101010011001010001000000000001010000111001101011010101111001110110011010001000000011010100101000010100011000100111001000100010000010111100111011100000010000010001011000000010011110111111001000000100011001110101000100001111100010101010110011001010111010111100101000100001000001100111111100000110101010000000011010010011000000110000101100111111000010100011111000011001111100001111101111110100101110111001100000111101000101111001000000010111111001111110010001010011111111010111011100000101111111111000010001000111101100011010111000100000011001100110110011110010100100101111110001111110001111101101111100000011100011111010001011011010101010010100001111010110000110011000111111111011101100011010000111001011100000011000010111000,0.4482282675775489,50.7,0.9767150258463984,98.0,-8.881784197001252e-16,0.0,-0.0027922540349101244,-17.930000000000007,0.9767150258463981,98.0,0.2591865989948786,37.0531914893617
ug8w8cl6,2,5,52,68,0.8986092320669834,78,1.0852393378790233,91,63,222222000001111100222222000222222000011000110222222000222222000100101001222222000222222001100111001100000222222222010011111110010000222222222110010111010011000222222001001111111111100100222222011000111101111000110222222100100010010010001001222001100110011111110011001100010011111100111001111110010110010110100101001011010011101111110111111111011111101100111101110101011101111001101111110111111111011111101110010110100101001011010011010011111100111001111110010001100110011111110011001100000100100010010010001001000000011000111101111000110000000001001111111111100100000222000110010111010011000222222000010011111110010000222222000001100111001100000222000222222100101001000000000000222222011000110000000000000222222001111100000000000,0.1886279999848249,42.9,0.9642849540512262,102.2,-0.04960135598598914,-15.106382978723403,-0.04653940292384107,-19.72,0.9482105880529725,93.1063829787234,0.17868406846520346,26.648936170212764
ug8w8cl6,2,6,51,81,0.5366913127546721,30,0.5366913127546721,30,35,111011101111111111101110111100000001111111111100000001100010111111111111111010001000000111111111111111000000101011111111111111111110101100011111111111111111110001101111111111111111111111101001111111111111111111111100111111111111111111111111111111111111111111111111111111111111111111100001111111111111111111111101101111111111111111111111110011111111111111111111111110011111111111111111111111101101111111111111111111111100001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001111111111111111111111100101111111111111111111111101100011111111111111111110001101011111111111111111110101000000111111111111111000000100010111111111111111010001100000001111111111100000001111011101111111111101110111,-0.1752483353410771,-22.6,0.5366913127546712,30.0,7.771561172376096e-16,0.0,-0.44279807333549026,-85.89,0.5366913127546713,30.0,-0.18551821742760966,-31.670212765957444
ug8w8cl6,2,7,53,69,0.9566962770626366,134,1.1833770799450636,139,30,222111110000000000011222222222111001111111111100222222222110110000000000011222222111101222222101111100101111111010222222110000011010111110101222222001011100101011101222110222011100011010101101222110222111000011010101010222001222111111100101010010101222111111111100222010010101222111111111100222010010100222111101111100222010010110001111001111101001010010110011111001011101000010010000111110100011110010010010110101111000111101011010010101001111111111100101010010101001111111111100101010010101001111111111100101010101010110000010000011010101101010110000110000011010101110101001111001011100101011111010110001011100011010111111101001111000111100101111222110110000000000011222222222111001111111111100222222222111110000000000011222222,0.1174429185035959,57.599999999999994,0.9697517522789171,136.93,-0.009679401863764814,4.542553191489361,-0.012003252057732006,19.590000000000003,0.9663756789264014,129.45744680851064,0.21012095200590386,72.20212765957447
ug8w8cl6,2,8,92,38,0.4331344620558702,14,0.8955764335663612,27,17,000222000222222222222000222000222000222222222222000222000222000222222222222000222222000222000000000222222222222000222000010000222222222222000222000111000222222222222222222000010000000000222222222222000111000000000222222222222001000100000000222222222000011000110000222222222222000111101111000222222222222001110101011100222222222001010011000110010100222222011110000000000011110222222001010011000110010100222222222001110101011100222222222222000111101111000222222222222000011000110000222222222222000001000100222222222222222000000111000222222222222222000000010000222222222222222000222111000222000222222222000222010000222000222222222000222000000222000222222000222222222222222222222222000222222222222222222222222000222222222222222222222,-0.0399581856418435,-28.1,0.9261730131537957,79.82,-0.38064131649445015,-33.48936170212766,-0.1610803653958639,-51.97,0.8137757785503204,47.48936170212766,-0.04378581586732755,-26.180851063829785
ug8w8cl6,2,9,96,81,0.9217867638198928,45,0.9217867638198928,45,33,101110110110110000000010110100110111010100000000000100100110111111110000000000001100110110110011000100000010100111100111110001110001111111111110001000000100011111101011101000000000000010100111000001101100000000011000001111111111100000010101000000110011000100001111000000011100001111110001101001111110110000000110001101101100110110000000000010100111011111101110000000111110111011111000000100011111011101011011000000110011010000001011001110000000001110000001110001100000000000000000000110011111100000000000000000110111011100111111000000000111110001100110001000000000000100001110011011000111100001000001110011110001100111111000011001111100000100000111000011001010100000111111110000001001111100010000001001101111001001111111100001101,0.2958860726963218,15.6,0.9217867638198943,45.0,-1.4432899320127035e-15,0.0,-0.057455002394569465,-70.03,0.9217867638198942,45.0,0.20367399375532613,-16.51063829787234
ug8w8cl6,2,10,95,69,0.8915946922244556,36,1.195869118059227,60,29,100001222000010000111222001000011222000010000011222000000111222001000100001222000001111000011000110000111222011110000110010011000011222111100001100111001100001222111000011000000222110000111110000110000111222011000011100001100001101222001100001000011222011000110222110222000110222110010011222011222001100222101000101222001222000001011000000000110222000110011010010010010010222011000001011000000000110222000001100001101000101222001100000110000110010011222011000000011000011000110222110000100001100001101222001100222110000110000111222011000222111000011000000222110000222111100001100111001100001111011110000110010011000011110001111000011000110000111100000111100001000100001111222000011110000010000011110222100001111000010000111100222,0.0564001154357316,-26.59999999999999,0.9294053649316321,51.16,-0.023770986397759986,-9.574468085106382,-0.06269389123389657,-69.38999999999999,0.9153656786222156,45.57446808510638,0.1565289520565123,-18.297872340425528
