pname,pid,grid_id,pattern_id,num_clicks,uLSC,uInt,fLSC_nondetrended,fInt_nondetrended,time_taken,final_grid,fLSCpold,fIntpold,uLSCr,uIntr,fLSCr,fIntr,uLSCp,uIntp,fLSCp,fIntp,uLSCdiffr,uIntdiffr,uLSCdiffp,uIntdiffp
jzptv7f8,1,23,66,81,0.714319788998292,186,0.714319788998292,186,37,111111111111111111111111111111010111011111110111010111110111011101111101110111011101010111010111010111010101111111110101111101011111111101010101111111111101010101110111011101010101110111011111110101110111011101011111111101110101010101011101111101011111011111110111110101110101010101010101010101011111011101110111011101110111111111010101010101010111111111111111111101111111111111111111010101010101010111111111011101110111011101110111110101010101010101010101011101011111011111110111110101111101110101010101011101111111110101110111011101011111110111011101010101110111011101010101111111111101010101111111110101111101011111111101010111010111010111010101110111011101111101110111011111010111011111110111010111111111111111111111111111111,0.0208846350099157,131.1,0.7143197889982908,186.0,-0.2650535274135943,69.73,0.7143197889982906,186.0,-0.0060000765431001,125.98936170212768,1.1102230246251563e-15,0.0,1.3322676295501878e-15,0.0
jzptv7f8,1,24,70,81,0.960681764435038,87,0.960681764435038,87,28,011011000011010100000001001101000000000001000000001000011010001111100011010001100110000001110001110010000000101110000100100000101010000011111100001110000001010000110101111000100000000000011110111111000110110000000101111010011110010011101111110110001001110110000000111101100000001011111110101010010011011100100110001110011111100000001001100010000111110110010010100000011100000011001010010000000000000110111111000000011011011011111011111100010000000000111100011100110100000001000000111101110000000011100010101111111011000110011011101001011101011100001111100011000111111111110011111111111111010111011110111000001101111110001111111111111011111101111000000111110110001111000111100000100011000010011000010111100111111110101001110111100,0.1539317244200709,-39.099999999999994,0.9606817644350372,87.0,-0.0190245693436794,-27.97,0.9606817644350372,87.0,0.2429827709727603,25.93617021276596,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0
jzptv7f8,1,25,68,81,0.8624831416622412,147,0.8624831416622412,147,32,010010000000000000000010010101000000000000000000000101010111000000000000000111010001000100000000000001000100101000101111111111101000101001000101000000000101000100000111010100111001010111000000000101010001010101000000000011010110000011010110000000010101010000000101010000000010010000111000010010000000010000010000000100010000000010011110111011110010000000010101010100000100010000000010110110010011011010000000010000010000000100010000000010011000111000110010000000010101010000000101010000000011010100101001010110000000000101010001010101000000000111010100010001010111000001000101000000000101000100101000101111111111101000101001000100000000000001000100010111000000000000000111010101000000000000000000000101010010000000000000000010010,0.3075801166619732,106.7,0.8624831416622398,147.0,-0.1170066058374132,31.879999999999995,0.8624831416622398,147.0,0.1437394820002527,86.57446808510639,1.3322676295501878e-15,0.0,1.3322676295501878e-15,0.0
jzptv7f8,1,26,69,81,0.9021786191903493,86,0.9021786191903493,86,31,100001000000000000000100001000100111111111111111001000000010000000000000000010000010001011111111111110100010001001000000010000000100100100110011111101111110011001010000100000101000001000010010101010001000100010101010010101001110000011100101010010101001100000001100101010010101001000000000100101010010101010000000000010101010010101100000000000001101010010110000000000000000011010010101100000000000001101010010101010000000000010101010010101001000000000100101010010101001100000001100101010010101001110000011100101010010101010001000100010101010010000100000101000001000010100110011111101111110011001001001000000010000000100100010001011111111111110100010000010000000000000000010000000100111111111111111001000100001000000000000000100001,0.2617789565357041,28.6,0.9021786191903506,86.0,-0.0771422678867773,-29.65000000000001,0.9021786191903504,86.0,0.1838572518424898,24.925531914893615,-1.3322676295501878e-15,0.0,-1.1102230246251563e-15,0.0
jzptv7f8,1,27,67,81,0.8310435124812716,19,0.8310435124812716,19,29,111111111111111111111111111100000000000000000000000001101111111111111111111111101101000000000000000000000101101011111111111111111110101101010000000000000000010101101010111000000001111010101101010100111111111001010101101010101111100011001010101101010110000001011011010101101010010000100000010010101101010010000001110010010101101010010111111011110010101101010010111110010010010101101010010111011010010010101101010010000011110010010101101010011111111001010010101101010111111000010010010101101010111111011001110010101101010111110101001100010101101010000000100100001010101101010000000000000000010101101011111111111111111110101101000000000000000000000101101111111111111111111111101100000000000000000000000001111111111111111111111111111,0.0846127301301988,-34.4,0.8310435124812724,19.0,-0.148325586904539,-96.84,0.8310435124812724,19.0,0.1119653886790602,-42.787234042553195,-7.771561172376097e-16,0.0,-7.771561172376097e-16,0.0
jzptv7f8,1,28,65,81,0.4456277592261113,18,0.4456277592261113,18,42,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000111000000000000000000000000010000000000000000000000000111000000000000000000000001010100000000000000000000011111110000000000000000000100111001000000000000000001100111001100000000000001010111010111010100000000011111111111111111110000000001010111010111010100000000000001100111001100000000000000000100111001000000000000000000011111110000000000000000000001010100000000000000000000000111000000000000000000000000010000000000000000000000000111000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-0.2101470256578936,-45.8,0.4456277592261124,18.0,-0.5337068076155314,-96.08,0.4456277592261124,18.0,-0.2775505321639211,-43.797872340425535,-1.1102230246251563e-15,0.0,-1.1102230246251563e-15,0.0
ug8w8cl6,2,1,50,42,0.1836646302863872,10,0.7841854989153333,22,21,000000222222222222222222222000000222222222222222222222000000222222222222222222222000222222000222000000222222000222222000222000000222222000222222000222000000222222222222222222000000000222000222222222222000000000222000222222222222000000000222000222222222000011000000222000222222222000000000000222000222222222001000100000222000222000000000000001000000000222000000000001011100000000222000000100100001100000000222222000100001101000222222222222000001011000000222222222222000000111000000222222222000222000000000222000222222000222000000000222000222222000222000000000222000222222000000222222000222000000222000000222222000222000000222000000222222000222000000000222222000000222222222000000222222000000222222222000000222222000000222222222000,-0.1603644159842721,-37.9,0.8041508343383649,68.6,-0.3668791518200868,-74.84,0.6774535506436375,41.744680851063826,-0.2466391561014896,-40.861702127659576,-0.6204862040519776,-58.599999999999994,-0.4937889203572503,-31.744680851063823
ug8w8cl6,2,2,54,81,0.9662936750968476,64,0.9662936750968476,64,30,110000000100000001000000010001110111100000001111011101101100010101000101010001011010011110111000111011110101011011000000000000000101101010100111011101110111010101000110110001000100010110000010101001111000111101010101011101101100000001011011101010001010011101110101000101111100011011000101100011111000101010100111010101010001001101110110110110111011011000001000101001010001000000000000000001111010001000000000001000101000110111011011001101110111101110101010001000101010100000001100011111111100011111000111101000101010001010001000100011011101011101111011101110111010101010101000000000000000110000000111110111000111011110101010100010101000101010001101011110111100000001111011101010000000101000101000000011111110111111000111111011111,0.2986502022287219,21.4,0.9662936750968488,64.0,-0.013135492556153,-49.78,0.9662936750968488,64.0,0.2486543828118231,2.691489361702125,-1.2212453270876722e-15,0.0,-1.2212453270876722e-15,0.0
ug8w8cl6,2,3,55,81,0.9717596220077628,103,0.9717596220077628,103,28,001011000111010111000110100001010001011000110100010100111001111100010001111100111000100111010111010111001000110010011101101101110010011101001110011101110011100101001101000111101111000101100001111001111101111100111100011110010000101000010011110101010110001101100011010101110101110011101110011101011110011110111000111011110011000111111110010011111111000101100000000111000000001101000111111110010011111111000110011110111000111011110011110101110011101110011101011101010110001101100011010101011110010000101000010011110001111001111101111100111100001101000111101111000101100101001110011101110011100101110010011101101101110010011000100111010111010111001000111001111100010001111100111001010001011000110100010100001011000111010111000110100,0.1285558756545725,-52.69999999999999,0.9717596220077632,103.0,-0.007721129415946,-13.010000000000003,0.9717596220077628,103.0,0.2541784780941309,42.1063829787234,-4.440892098500626e-16,0.0,0.0,0.0
ug8w8cl6,2,4,56,81,0.9767150258463972,98,0.9767150258463972,98,30,000000101010011001010001000000000001010000111001101011010101111001110110011010001000000011010100101000010100011000100111001000100010000010111100111011100000010000010001011000000010011110111111001000000100011001110101000100001111100010101010110011001010111010111100101000100001000001100111111100000110101010000000011010010011000000110000101100111111000010100011111000011001111100001111101111110100101110111001100000111101000101111001000000010111111001111110010001010011111111010111011100000101111111111000010001000111101100011010111000100000011001100110110011110010100100101111110001111110001111101101111100000011100011111010001011011010101010010100001111010110000110011000111111111011101100011010000111001011100000011000010111000,0.4482282675775489,50.7,0.9767150258463984,98.0,-0.0027922540349101,-17.930000000000007,0.976715025846398,98.0,0.2591865989948786,37.0531914893617,-1.1102230246251563e-15,0.0,-7.771561172376097e-16,0.0
ug8w8cl6,2,5,52,68,0.8986092320669834,78,1.0852393378790233,91,63,222222000001111100222222000222222000011000110222222000222222000100101001222222000222222001100111001100000222222222010011111110010000222222222110010111010011000222222001001111111111100100222222011000111101111000110222222100100010010010001001222001100110011111110011001100010011111100111001111110010110010110100101001011010011101111110111111111011111101100111101110101011101111001101111110111111111011111101110010110100101001011010011010011111100111001111110010001100110011111110011001100000100100010010010001001000000011000111101111000110000000001001111111111100100000222000110010111010011000222222000010011111110010000222222000001100111001100000222000222222100101001000000000000222222011000110000000000000222222001111100000000000,0.1886279999848249,42.9,0.9642849540512262,102.2,-0.046539402923841,-19.72,0.9482105880529724,93.1063829787234,0.1786840684652034,26.648936170212764,-0.0656757219842427,-24.200000000000003,-0.049601355985989,-15.106382978723405
ug8w8cl6,2,6,51,81,0.5366913127546721,30,0.5366913127546721,30,35,111011101111111111101110111100000001111111111100000001100010111111111111111010001000000111111111111111000000101011111111111111111110101100011111111111111111110001101111111111111111111111101001111111111111111111111100111111111111111111111111111111111111111111111111111111111111111111100001111111111111111111111101101111111111111111111111110011111111111111111111111110011111111111111111111111101101111111111111111111111100001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001111111111111111111111100101111111111111111111111101100011111111111111111110001101011111111111111111110101000000111111111111111000000100010111111111111111010001100000001111111111100000001111011101111111111101110111,-0.1752483353410771,-22.6,0.5366913127546712,30.0,-0.4427980733354902,-85.89,0.5366913127546713,30.0,-0.1855182174276096,-31.670212765957444,8.881784197001252e-16,0.0,7.771561172376097e-16,0.0
ug8w8cl6,2,7,53,69,0.9566962770626366,134,1.1833770799450636,139,30,222111110000000000011222222222111001111111111100222222222110110000000000011222222111101222222101111100101111111010222222110000011010111110101222222001011100101011101222110222011100011010101101222110222111000011010101010222001222111111100101010010101222111111111100222010010101222111111111100222010010100222111101111100222010010110001111001111101001010010110011111001011101000010010000111110100011110010010010110101111000111101011010010101001111111111100101010010101001111111111100101010010101001111111111100101010101010110000010000011010101101010110000110000011010101110101001111001011100101011111010110001011100011010111111101001111000111100101111222110110000000000011222222222111001111111111100222222222111110000000000011222222,0.1174429185035959,57.599999999999994,0.9697517522789172,136.93,-0.012003252057732,19.590000000000003,0.9663756789264014,129.45744680851064,0.2101209520059038,72.20212765957447,-0.0130554752162805,-2.930000000000007,-0.0096794018637648,4.542553191489361
ug8w8cl6,2,8,92,38,0.4331344620558702,14,0.8955764335663612,27,17,000222000222222222222000222000222000222222222222000222000222000222222222222000222222000222000000000222222222222000222000010000222222222222000222000111000222222222222222222000010000000000222222222222000111000000000222222222222001000100000000222222222000011000110000222222222222000111101111000222222222222001110101011100222222222001010011000110010100222222011110000000000011110222222001010011000110010100222222222001110101011100222222222222000111101111000222222222222000011000110000222222222222000001000100222222222222222000000111000222222222222222000000010000222222222222222000222111000222000222222222000222010000222000222222222000222000000222000222222000222222222222222222222222000222222222222222222222222000222222222222222222222,-0.0399581856418435,-28.1,0.9261730131537956,79.82,-0.1610803653958639,-51.97,0.8137757785503204,47.48936170212766,-0.0437858158673275,-26.180851063829785,-0.4930385510979254,-65.82,-0.3806413164944501,-33.48936170212766
